"Year","Month","Day","Line","NumberOfOutliers"
2013,10,17,2145,1
2013,12,9,161,4
2013,12,9,162,1
2013,12,15,155,1
2013,12,15,154,1
2013,10,5,843,1
2013,12,7,924,5
2013,12,7,925,1
2013,12,7,922,1
2013,12,14,301,1
2013,10,10,2336,1
2013,10,10,2334,5
2013,10,10,2332,1
2013,10,10,2331,1
2013,10,14,190,1
2013,11,26,201,1
2013,10,10,2338,2
2013,11,10,711,1
2013,11,11,133,2
2013,11,8,580,2
2013,11,12,292,2
2013,12,25,608,2
2013,11,12,747,1
2013,9,30,750,4
2013,11,12,298,1
2013,11,8,583,1
2013,9,30,756,1
2013,10,7,858,1
2013,10,7,859,1
2013,12,16,484,8
2013,12,16,485,5
2013,12,16,483,4
2013,10,7,852,1
2013,11,8,721,1
2013,11,6,2343,3
2013,11,6,2342,1
2013,11,6,2345,1
2013,11,6,2344,3
2013,12,25,409,1
2013,11,1,835,1
2013,12,2,183,1
2013,11,1,837,1
2013,12,13,325,1
2013,12,25,934,1
2013,12,25,935,2
2013,12,22,209,1
2013,12,9,839,5
2013,12,22,415,2
2013,10,7,584,1
2013,10,17,802,1
2013,11,7,833,1
2013,12,13,329,3
2013,11,7,837,1
2013,11,7,836,1
2013,11,7,835,1
2013,12,2,455,1
2013,11,7,838,2
2013,12,11,229,1
2013,11,6,161,1
2013,11,6,162,1
2013,12,19,813,2
2013,11,3,2344,3
2013,11,5,2801,1
2013,12,16,583,6
2013,10,11,866,1
2013,10,15,371,1
2013,11,12,121,2
2013,10,11,863,1
2013,10,11,862,4
2013,12,30,512,3
2013,12,30,513,3
2013,12,31,583,2
2013,10,7,328,5
2013,10,7,329,1
2013,10,7,326,1
2013,10,7,327,1
2013,10,7,325,1
2013,10,7,322,2
2013,10,7,323,6
2013,11,11,155,2
2013,11,2,136,4
2013,11,2,133,4
2013,11,2,132,2
2013,12,12,771,2
2013,11,25,378,1
2013,10,1,852,1
2013,12,26,839,1
2013,10,29,465,6
2013,10,1,583,2
2013,11,25,584,1
2013,12,12,779,1
2013,10,27,525,1
2013,12,21,850,5
2013,11,8,734,1
2013,12,6,569,1
2013,11,5,2115,1
2013,10,1,374,1
2013,10,15,485,1
2013,9,29,623,1
2013,12,13,2015,3
2013,12,13,2014,2
2013,12,13,2017,3
2013,12,13,2018,1
2013,10,19,497,2
2013,12,19,2343,1
2013,11,1,2303,3
2013,12,30,771,1
2013,11,26,922,2
2013,11,26,924,2
2013,10,15,669,1
2013,12,17,190,1
2013,12,20,830,2
2013,11,2,864,1
2013,11,2,867,2
2013,11,7,232,4
2013,11,2,869,1
2013,12,20,838,1
2013,12,20,839,3
2013,11,7,584,4
2013,12,16,107,3
2013,12,16,901,3
2013,12,16,676,2
2013,12,17,339,2
2013,12,16,906,3
2013,12,16,905,1
2013,12,17,335,4
2013,12,17,334,2
2013,12,17,337,1
2013,10,26,584,1
2013,12,16,678,4
2013,12,17,332,3
2013,10,16,226,1
2013,12,17,813,1
2013,10,19,826,1
2013,11,25,583,1
2013,10,18,701,2
2013,11,29,238,1
2013,11,23,476,1
2013,10,2,2017,1
2013,11,27,711,1
2013,11,3,2343,1
2013,12,15,337,1
2013,12,9,335,1
2013,11,11,277,1
2013,11,4,351,3
2013,11,4,350,2
2013,11,4,355,2
2013,12,24,570,2
2013,12,8,2336,8
2013,12,8,2335,2
2013,12,8,2338,1
2013,10,3,663,1
2013,12,20,162,3
2013,12,20,161,3
2013,12,13,2338,1
2013,11,28,318,2
2013,10,18,460,1
2013,10,16,2015,1
2013,12,13,869,6
2013,11,12,352,1
2013,11,12,355,1
2013,10,11,898,1
2013,11,12,358,1
2013,12,13,864,5
2013,12,13,867,8
2013,12,13,866,4
2013,11,1,616,1
2013,11,25,161,2
2013,10,2,355,1
2013,11,26,433,1
2013,10,1,513,1
2013,10,1,512,1
2013,10,1,511,1
2013,10,15,2342,2
2013,10,15,2345,1
2013,10,15,2344,3
2013,12,19,158,1
2013,12,3,922,1
2013,12,19,155,4
2013,12,19,154,2
2013,12,3,696,1
2013,12,19,481,1
2013,12,19,483,1
2013,10,27,313,1
2013,12,19,485,1
2013,10,27,318,1
2013,11,10,901,6
2013,12,23,238,1
2013,11,10,906,1
2013,10,11,183,2
2013,10,11,180,1
2013,10,11,181,4
2013,10,11,184,4
2013,10,27,178,1
2013,10,2,790,1
2013,10,27,170,2
2013,10,27,173,2
2013,10,7,132,1
2013,12,31,915,4
2013,10,16,386,4
2013,10,10,914,2
2013,10,10,915,5
2013,12,14,570,7
2013,10,11,328,22
2013,10,11,329,12
2013,10,11,326,15
2013,10,11,327,2
2013,10,11,456,3
2013,10,11,325,3
2013,10,11,322,6
2013,10,11,323,19
2013,10,11,321,7
2013,12,13,136,4
2013,12,13,133,11
2013,12,13,132,5
2013,12,5,2295,1
2013,12,30,183,2
2013,12,30,181,2
2013,12,30,180,3
2013,12,30,184,1
2013,12,5,415,1
2013,12,5,410,1
2013,11,5,838,3
2013,12,5,413,1
2013,11,5,837,1
2013,11,5,830,1
2013,12,12,301,1
2013,12,26,315,3
2013,12,18,2295,2
2013,11,4,913,1
2013,11,4,910,12
2013,11,4,915,5
2013,11,4,914,1
2013,12,27,2333,4
2013,12,27,2336,7
2013,12,27,2335,1
2013,11,3,934,4
2013,11,3,935,3
2013,11,30,426,1
2013,11,30,422,1
2013,12,11,580,3
2013,12,11,850,5
2013,12,11,583,2
2013,12,11,584,2
2013,11,23,2343,9
2013,11,23,2345,1
2013,11,23,2344,3
2013,12,29,849,3
2013,10,21,802,1
2013,10,3,328,8
2013,10,21,805,1
2013,10,3,322,9
2013,10,15,873,1
2013,10,3,326,1
2013,10,3,327,1
2013,10,3,324,1
2013,11,8,701,1
2013,11,2,309,1
2013,11,2,653,2
2013,12,7,870,1
2013,10,30,700,1
2013,9,27,2801,1
2013,11,9,843,1
2013,10,1,351,1
2013,10,1,350,1
2013,10,1,352,6
2013,10,29,701,9
2013,10,29,700,6
2013,10,24,634,6
2013,10,24,635,1
2013,12,17,832,3
2013,12,17,833,1
2013,12,17,830,1
2013,12,6,350,1
2013,12,17,837,1
2013,12,17,834,1
2013,12,17,835,2
2013,12,17,838,3
2013,12,17,839,4
2013,12,15,315,1
2013,12,9,830,3
2013,10,24,934,1
2013,10,15,298,2
2013,12,10,771,3
2013,10,2,154,2
2013,10,2,155,2
2013,10,11,2309,2
2013,10,11,2308,4
2013,12,16,247,9
2013,10,11,2303,5
2013,10,11,2302,12
2013,10,11,2305,1
2013,12,16,249,7
2013,10,11,2307,5
2013,9,30,2295,1
2013,10,23,363,1
2013,12,7,901,3
2013,10,15,128,1
2013,10,10,2310,2
2013,10,15,120,1
2013,12,12,133,3
2013,10,15,125,1
2013,12,2,821,1
2013,11,28,128,1
2013,11,28,127,1
2013,12,13,455,2
2013,10,21,650,1
2013,10,14,312,3
2013,12,25,629,1
2013,10,7,838,1
2013,10,24,898,1
2013,10,7,831,1
2013,10,7,837,1
2013,10,26,915,1
2013,10,7,835,1
2013,11,11,689,2
2013,11,6,363,1
2013,10,18,512,1
2013,12,23,934,1
2013,12,23,935,1
2013,10,17,826,1
2013,10,17,821,1
2013,12,9,813,2
2013,11,7,851,2
2013,11,7,850,1
2013,11,7,852,5
2013,12,20,570,3
2013,11,4,162,1
2013,11,6,184,1
2013,11,4,161,2
2013,11,6,183,1
2013,12,11,201,1
2013,12,28,455,1
2013,12,11,209,1
2013,12,19,830,4
2013,12,19,833,1
2013,10,1,2381,9
2013,11,7,2381,2
2013,11,1,913,3
2013,12,18,162,1
2013,12,18,161,5
2013,10,11,663,1
2013,12,13,638,1
2013,12,1,323,5
2013,12,13,635,2
2013,12,13,630,2
2013,12,20,2295,5
2013,12,1,321,7
2013,12,2,901,2
2013,10,16,783,1
2013,10,7,2343,1
2013,10,7,2345,1
2013,10,21,634,1
2013,10,28,2381,1
2013,11,25,315,1
2013,12,24,398,10
2013,12,26,813,1
2013,10,2,639,1
2013,10,2,635,2
2013,10,2,634,4
2013,12,6,584,2
2013,12,23,893,5
2013,11,10,136,1
2013,11,10,133,2
2013,12,29,910,2
2013,11,30,634,6
2013,11,30,635,1
2013,12,29,915,1
2013,12,30,570,1
2013,11,29,924,5
2013,12,17,605,1
2013,12,9,782,1
2013,11,6,348,1
2013,12,14,749,1
2013,10,10,498,1
2013,10,10,497,2
2013,11,9,154,3
2013,10,23,176,1
2013,10,18,352,3
2013,10,18,353,1
2013,11,9,158,1
2013,10,18,351,1
2013,11,2,513,1
2013,11,2,512,5
2013,11,7,210,2
2013,10,19,616,1
2013,11,4,762,1
2013,12,8,382,5
2013,10,3,2305,1
2013,10,10,2017,1
2013,12,16,380,1
2013,12,16,383,6
2013,12,16,382,3
2013,12,16,385,1
2013,12,16,384,4
2013,12,17,311,1
2013,12,16,386,2
2013,12,16,389,1
2013,12,16,388,4
2013,9,30,2332,1
2013,9,30,2331,1
2013,10,18,184,2
2013,10,19,805,1
2013,10,19,804,1
2013,11,5,229,1
2013,11,26,901,3
2013,11,5,119,2
2013,11,26,906,1
2013,12,20,360,4
2013,12,20,362,2
2013,12,20,363,2
2013,12,20,366,13
2013,12,20,367,1
2013,12,20,369,3
2013,11,1,623,3
2013,9,28,623,1
2013,11,6,324,3
2013,11,4,376,3
2013,11,4,374,1
2013,11,4,370,1
2013,12,24,804,6
2013,10,30,119,2
2013,10,6,498,1
2013,12,8,925,2
2013,12,8,924,2
2013,10,1,162,2
2013,11,1,629,1
2013,11,1,901,6
2013,12,16,652,1
2013,10,24,157,1
2013,12,16,650,2
2013,10,4,867,3
2013,10,4,864,1
2013,11,28,378,1
2013,12,13,843,5
2013,12,13,842,2
2013,9,27,292,4
2013,12,13,840,9
2013,12,29,350,1
2013,12,31,771,2
2013,12,13,849,6
2013,12,22,329,1
2013,12,10,181,1
2013,12,10,180,3
2013,11,1,639,1
2013,12,22,869,1
2013,12,25,2802,1
2013,12,9,318,2
2013,12,22,864,1
2013,12,9,315,1
2013,11,1,934,2
2013,11,1,636,2
2013,11,10,696,8
2013,11,1,634,3
2013,10,8,2295,1
2013,10,14,2017,2
2013,10,14,2014,2
2013,12,6,696,2
2013,11,1,935,1
2013,12,3,901,5
2013,12,3,906,1
2013,10,2,401,1
2013,12,23,217,1
2013,12,19,133,6
2013,12,19,132,1
2013,12,3,678,1
2013,12,19,136,2
2013,10,9,922,1
2013,10,1,569,1
2013,10,31,178,1
2013,10,9,924,7
2013,10,31,170,2
2013,10,31,173,3
2013,9,30,239,1
2013,12,11,2251,1
2013,10,27,190,2
2013,10,17,455,4
2013,10,7,157,1
2013,12,31,934,1
2013,12,5,650,1
2013,10,30,2342,1
2013,10,30,2343,3
2013,10,30,2344,1
2013,10,30,2345,2
2013,10,11,308,1
2013,10,11,309,6
2013,11,23,935,1
2013,10,28,790,1
2013,10,10,397,2
2013,10,10,394,1
2013,10,11,300,6
2013,10,11,301,1
2013,10,11,306,2
2013,12,13,155,3
2013,12,13,154,4
2013,12,13,157,1
2013,12,17,2111,2
2013,12,17,2112,6
2013,12,17,2114,4
2013,12,17,2115,1
2013,11,6,2017,3
2013,11,24,906,1
2013,12,5,384,1
2013,12,5,385,1
2013,12,5,386,2
2013,10,27,363,7
2013,12,12,327,1
2013,10,19,570,2
2013,12,26,663,1
2013,12,12,322,4
2013,12,12,321,1
2013,10,18,298,1
2013,10,18,292,5
2013,12,26,669,2
2013,12,12,328,5
2013,12,7,378,1
2013,11,3,915,6
2013,11,3,910,10
2013,11,6,623,1
2013,10,20,484,2
2013,12,24,238,1
2013,9,29,126,1
2013,12,11,875,1
2013,11,23,663,4
2013,10,20,301,1
2013,10,3,301,1
2013,12,18,217,1
2013,10,15,850,1
2013,10,15,851,2
2013,10,15,852,1
2013,10,15,858,1
2013,11,4,804,1
2013,11,2,678,1
2013,12,12,173,1
2013,12,8,786,1
2013,10,1,373,3
2013,10,21,914,1
2013,10,1,371,17
2013,10,1,370,2
2013,10,1,375,5
2013,10,21,915,1
2013,11,8,621,1
2013,12,31,634,7
2013,10,1,379,3
2013,10,1,378,23
2013,11,6,202,1
2013,12,12,170,1
2013,12,13,2333,7
2013,12,1,570,1
2013,10,21,910,2
2013,11,10,363,1
2013,11,1,952,1
2013,11,10,366,2
2013,12,20,2337,1
2013,9,30,2101,1
2013,12,6,335,1
2013,11,7,689,5
2013,12,13,2337,2
2013,10,3,2115,1
2013,12,29,162,2
2013,12,29,161,2
2013,12,10,750,1
2013,12,10,759,1
2013,12,9,120,1
2013,10,3,170,2
2013,12,9,126,1
2013,10,30,858,1
2013,10,30,852,1
2013,10,23,348,1
2013,12,17,766,2
2013,12,17,765,3
2013,12,17,762,2
2013,12,17,760,2
2013,12,21,771,3
2013,12,21,778,1
2013,10,30,583,2
2013,10,30,584,2
2013,10,10,119,1
2013,10,14,338,2
2013,10,21,635,1
2013,9,30,934,2
2013,10,27,184,6
2013,10,14,337,1
2013,12,22,183,2
2013,12,22,180,5
2013,12,22,181,4
2013,12,22,186,1
2013,12,22,184,3
2013,11,6,432,2
2013,11,6,433,3
2013,11,26,2342,2
2013,11,26,2343,3
2013,12,11,181,4
2013,12,23,914,1
2013,12,23,910,5
2013,12,23,663,3
2013,12,22,328,8
2013,12,23,913,1
2013,12,22,324,2
2013,12,22,322,5
2013,12,22,323,3
2013,12,22,321,2
2013,12,9,873,1
2013,10,17,843,1
2013,11,7,871,1
2013,10,30,328,1
2013,10,30,325,1
2013,10,30,324,1
2013,10,30,327,2
2013,10,30,326,4
2013,10,30,321,1
2013,10,30,323,4
2013,10,30,322,2
2013,12,11,261,1
2013,10,20,485,1
2013,10,24,835,1
2013,11,12,700,1
2013,11,12,701,1
2013,12,13,432,2
2013,12,13,433,6
2013,12,13,434,1
2013,12,7,580,2
2013,12,7,583,3
2013,12,7,584,4
2013,9,27,924,3
2013,12,18,184,5
2013,12,18,181,3
2013,12,18,180,6
2013,10,4,634,1
2013,12,14,901,4
2013,12,14,906,1
2013,12,13,384,3
2013,12,13,385,1
2013,12,13,386,1
2013,10,11,825,1
2013,12,13,382,12
2013,12,13,383,1
2013,10,24,2343,2
