"Year","Month","Day","Line","NumberOfOutliers"
2013,11,30,415,1
2013,10,20,335,1
2013,12,11,840,7
2013,10,20,337,1
2013,12,16,421,1
2013,12,11,846,1
2013,11,23,678,2
2013,12,11,848,1
2013,12,18,202,1
2013,12,18,201,1
2013,10,15,864,3
2013,12,18,209,1
2013,11,2,663,4
2013,10,30,840,1
2013,10,30,843,1
2013,10,30,847,1
2013,10,30,848,1
2013,11,23,583,2
2013,10,27,155,2
2013,12,9,826,1
2013,10,1,345,4
2013,10,1,342,7
2013,10,1,340,4
2013,10,1,341,6
2013,10,29,732,3
2013,10,29,734,5
2013,10,29,736,2
2013,11,8,653,1
2013,10,24,623,1
2013,11,10,358,1
2013,12,15,324,1
2013,11,7,696,3
2013,12,15,326,2
2013,12,6,322,1
2013,12,17,825,4
2013,12,15,321,5
2013,12,15,322,3
2013,12,15,323,5
2013,12,6,328,4
2013,12,15,328,8
2013,12,15,329,1
2013,12,27,512,3
2013,12,27,513,2
2013,12,29,178,1
2013,12,9,136,3
2013,10,26,696,3
2013,12,9,133,3
2013,10,11,2310,6
2013,12,16,254,3
2013,12,15,180,4
2013,12,15,181,4
2013,12,15,183,1
2013,12,15,184,2
2013,12,15,186,1
2013,10,10,2308,1
2013,11,27,512,4
2013,10,10,2307,1
2013,11,26,584,1
2013,11,26,583,2
2013,10,10,2303,3
2013,11,26,580,1
2013,10,15,136,2
2013,10,15,133,3
2013,10,15,132,2
2013,10,7,947,1
2013,10,11,476,1
2013,11,28,157,1
2013,11,28,155,1
2013,10,14,308,1
2013,12,25,635,1
2013,12,25,634,5
2013,10,11,475,6
2013,10,14,300,3
2013,10,24,881,1
2013,10,24,880,1
2013,10,7,804,1
2013,10,7,802,1
2013,11,11,696,5
2013,11,6,354,2
2013,11,4,485,1
2013,11,5,2017,2
2013,12,13,893,5
2013,12,23,922,1
2013,12,23,924,4
2013,10,17,852,1
2013,12,22,463,1
2013,10,17,851,1
2013,10,17,584,1
2013,9,30,843,1
2013,12,9,869,3
2013,11,7,843,1
2013,11,7,841,1
2013,11,4,155,1
2013,12,3,2018,1
2013,10,30,330,1
2013,12,11,277,1
2013,12,21,2802,1
2013,12,21,2801,1
2013,12,13,444,1
2013,11,12,734,1
2013,10,10,485,1
2013,10,20,497,1
2013,10,9,217,1
2013,11,4,474,2
2013,10,30,170,1
2013,9,29,835,1
2013,12,14,910,2
2013,12,14,914,1
2013,12,14,915,3
2013,10,11,831,1
2013,10,11,837,1
2013,12,25,497,1
2013,10,7,375,1
2013,10,7,378,1
2013,10,16,777,2
2013,11,25,328,3
2013,11,25,329,1
2013,11,25,324,2
2013,11,25,322,2
2013,11,25,323,4
2013,10,10,247,1
2013,10,22,512,1
2013,12,3,497,1
2013,12,19,825,2
2013,12,19,824,1
2013,12,19,822,5
2013,12,19,821,8
2013,10,16,512,1
2013,10,16,513,2
2013,12,6,512,2
2013,12,6,513,1
2013,12,30,569,3
2013,10,1,2114,9
2013,11,29,935,1
2013,11,29,934,1
2013,10,1,2111,7
2013,9,29,653,1
2013,10,23,162,1
2013,10,23,161,3
2013,11,9,162,2
2013,10,18,405,2
2013,10,18,348,2
2013,10,18,345,1
2013,12,30,786,1
2013,12,26,119,1
2013,12,27,181,1
2013,11,5,781,1
2013,12,26,110,2
2013,10,19,161,5
2013,12,8,398,16
2013,10,4,2295,1
2013,12,17,362,11
2013,12,17,363,6
2013,12,17,360,3
2013,12,17,361,4
2013,9,30,2329,1
2013,12,17,497,4
2013,12,17,498,1
2013,12,15,512,4
2013,12,17,368,1
2013,12,17,369,12
2013,11,11,190,1
2013,10,18,759,1
2013,11,11,448,1
2013,11,29,201,2
2013,10,15,634,3
2013,10,15,635,2
2013,12,22,155,1
2013,11,11,229,1
2013,10,23,833,1
2013,12,24,839,3
2013,11,4,362,3
2013,11,4,363,2
2013,12,24,833,3
2013,10,1,158,1
2013,9,27,512,1
2013,9,27,511,1
2013,12,8,934,2
2013,12,8,935,1
2013,10,1,157,5
2013,10,1,154,2
2013,12,16,629,2
2013,10,24,161,2
2013,10,24,162,1
2013,12,16,622,1
2013,12,16,623,1
2013,11,1,910,10
2013,12,16,621,6
2013,12,16,627,2
2013,12,16,624,2
2013,11,1,915,3
2013,10,4,852,1
2013,11,28,363,1
2013,12,16,832,2
2013,10,15,2251,1
2013,12,29,342,1
2013,11,1,624,1
2013,12,9,309,1
2013,11,1,621,1
2013,12,20,379,2
2013,12,20,378,2
2013,12,22,850,4
2013,12,9,650,1
2013,10,14,934,2
2013,12,20,370,2
2013,11,25,154,1
2013,10,31,2014,1
2013,10,6,229,1
2013,10,15,2331,3
2013,10,15,2332,3
2013,10,15,2334,1
2013,11,5,162,8
2013,10,9,915,5
2013,10,9,914,2
2013,10,27,217,2
2013,10,9,910,13
2013,12,20,158,1
2013,11,7,2145,1
2013,12,20,155,1
2013,12,20,154,2
2013,12,11,747,1
2013,11,9,901,6
2013,11,9,906,1
2013,12,25,570,6
2013,10,8,180,1
2013,10,8,184,1
2013,12,11,838,1
2013,10,27,186,2
2013,10,27,181,3
2013,10,27,180,1
2013,10,27,183,2
2013,12,24,460,2
2013,10,30,2801,2
2013,12,12,136,2
2013,10,11,315,5
2013,10,28,901,2
2013,10,11,313,4
2013,10,11,312,8
2013,10,11,311,7
2013,10,10,386,2
2013,12,16,2251,6
2013,10,28,908,1
2013,12,13,161,6
2013,12,13,162,8
2013,10,11,318,1
2013,12,11,830,2
2013,12,23,484,1
2013,11,3,696,7
2013,11,5,801,2
2013,11,5,802,1
2013,12,12,353,1
2013,12,12,350,1
2013,12,4,774,1
2013,12,7,360,3
2013,12,27,2303,1
2013,12,23,711,1
2013,12,31,415,2
2013,12,7,366,13
2013,10,23,513,1
2013,10,10,651,1
2013,12,11,869,3
2013,12,11,868,3
2013,10,20,315,1
2013,10,20,313,1
2013,10,20,312,1
2013,11,30,914,2
2013,10,21,838,1
2013,10,21,837,1
2013,11,9,841,1
2013,10,21,834,1
2013,10,15,843,2
2013,11,8,750,2
2013,10,15,840,1
2013,11,8,756,2
2013,11,8,759,3
2013,12,18,229,1
2013,10,16,181,3
2013,10,16,180,3
2013,10,16,183,1
2013,10,1,368,8
2013,10,1,369,8
2013,10,1,366,1
2013,10,1,367,1
2013,10,1,362,1
2013,10,1,363,9
2013,10,29,753,7
2013,11,8,638,1
2013,10,7,2111,1
2013,10,29,758,6
2013,11,8,636,2
2013,11,8,634,8
2013,12,11,2333,4
2013,11,10,373,1
2013,10,16,232,1
2013,12,17,803,2
2013,12,17,802,2
2013,12,17,801,3
2013,12,17,806,2
2013,10,16,239,1
2013,10,16,238,1
2013,12,29,119,1
2013,12,29,110,1
2013,10,2,183,2
2013,10,2,180,2
2013,10,2,184,4
2013,10,17,2111,1
2013,10,17,2115,1
2013,12,24,133,3
2013,10,30,828,1
2013,12,12,229,1
2013,11,9,752,1
2013,10,30,822,1
2013,11,9,758,1
2013,12,31,385,1
2013,10,31,119,1
2013,10,11,2015,1
2013,10,11,2014,2
2013,10,11,2017,3
2013,11,10,760,1
2013,10,15,154,2
2013,12,17,771,4
2013,12,17,773,4
2013,12,11,298,1
2013,11,28,170,1
2013,10,9,868,1
2013,9,30,922,1
2013,9,30,923,1
2013,10,14,325,2
2013,10,14,324,8
2013,10,14,323,15
2013,10,14,322,4
2013,10,14,321,2
2013,12,4,513,3
2013,10,14,329,4
2013,10,14,328,13
2013,12,22,190,1
2013,12,14,128,1
2013,12,2,155,1
2013,12,11,782,2
2013,11,6,402,1
2013,12,11,781,4
2013,12,11,784,1
2013,12,23,901,1
2013,12,9,849,3
2013,12,9,846,1
2013,12,23,908,1
2013,12,22,330,1
2013,12,9,513,3
2013,10,17,873,2
2013,12,18,426,2
2013,12,18,425,1
2013,11,7,864,2
2013,11,7,866,5
2013,11,7,867,4
2013,12,2,485,1
2013,10,30,313,1
2013,10,30,315,1
2013,12,28,465,2
2013,12,13,421,1
2013,12,13,420,1
2013,10,21,352,1
2013,12,13,426,4
2013,10,7,689,3
2013,10,4,623,1
2013,10,11,818,1
2013,12,13,393,5
2013,12,13,392,2
2013,12,13,397,6
2013,12,13,395,1
2013,12,13,399,1
2013,12,13,398,12
2013,10,16,752,1
2013,12,17,851,3
2013,10,16,759,1
2013,12,17,852,3
2013,11,6,914,1
2013,12,19,849,3
2013,12,19,841,2
2013,12,19,840,10
2013,12,19,842,1
2013,10,9,583,2
2013,12,30,2342,1
2013,12,30,2343,1
2013,11,10,162,2
2013,11,10,161,2
2013,12,16,910,3
2013,10,11,762,1
2013,12,5,2307,2
2013,12,17,328,4
2013,12,5,2303,2
2013,12,5,2302,3
2013,12,17,329,2
2013,12,5,2309,1
2013,10,22,394,2
2013,12,29,924,1
2013,12,17,326,2
2013,11,29,910,5
2013,11,29,915,3
2013,11,29,914,1
2013,12,30,238,1
2013,10,7,351,1
2013,12,17,325,1
2013,12,17,323,5
2013,12,14,794,1
2013,12,16,2115,1
2013,12,16,2114,6
2013,12,16,2112,6
2013,12,16,2111,3
2013,12,5,635,2
2013,10,18,363,2
2013,10,18,362,3
2013,10,18,369,7
2013,12,1,2345,1
2013,12,17,161,1
2013,12,17,162,3
2013,12,21,570,4
2013,12,1,2343,2
2013,10,1,669,1
2013,11,7,261,4
2013,12,26,136,1
2013,10,22,934,1
2013,10,19,629,1
2013,10,4,2112,1
2013,10,15,438,1
2013,9,30,2307,1
2013,9,30,2305,1
2013,12,27,309,1
2013,12,27,308,2
2013,11,11,422,1
2013,11,11,426,1
2013,9,30,2309,1
2013,10,18,773,1
2013,10,18,778,1
2013,10,3,318,1
2013,11,27,239,1
2013,10,6,934,4
2013,10,6,935,1
2013,10,15,384,3
2013,10,15,385,3
2013,10,15,386,3
2013,10,15,388,1
2013,10,15,389,3
2013,10,4,363,2
2013,10,4,362,1
2013,9,28,678,1
2013,10,30,121,1
2013,12,24,580,2
2013,12,24,850,4
2013,12,24,583,6
2013,12,24,584,3
2013,11,28,696,4
2013,12,8,914,1
2013,12,8,915,6
2013,10,1,133,4
2013,10,1,132,4
2013,12,8,910,9
2013,10,1,136,7
2013,11,1,426,1
2013,12,16,605,1
2013,12,16,606,1
2013,12,16,355,8
2013,12,16,352,3
2013,12,16,601,3
2013,12,16,350,6
2013,12,16,351,1
2013,12,17,345,1
2013,12,16,609,1
2013,12,16,358,3
2013,10,5,935,1
2013,10,5,934,2
2013,9,27,790,1
2013,12,17,570,3
2013,12,29,321,2
2013,12,29,323,3
2013,12,29,322,3
2013,12,3,721,1
2013,10,17,2308,1
2013,10,17,2307,1
2013,12,29,328,7
2013,10,17,2305,1
2013,11,26,629,1
2013,10,17,2303,1
2013,10,17,2302,3
2013,12,22,833,3
2013,12,22,830,2
2013,12,22,839,1
2013,12,20,315,4
2013,12,20,314,1
2013,12,28,813,1
2013,11,6,898,2
2013,12,20,709,3
2013,11,6,678,1
2013,10,15,2310,10
2013,12,4,161,1
2013,10,9,638,1
2013,12,4,162,1
2013,10,31,126,1
2013,10,31,127,1
2013,10,31,128,1
2013,10,31,129,1
2013,10,11,155,1
2013,10,11,157,1
2013,11,9,924,5
2013,11,9,922,3
2013,12,25,512,3
2013,12,25,513,3
2013,12,19,781,3
2013,10,17,460,1
2013,10,21,2334,2
2013,10,11,371,7
2013,10,11,370,4
2013,10,11,373,2
2013,10,11,375,3
2013,10,11,374,1
2013,12,13,180,6
2013,10,11,376,2
2013,10,11,379,3
2013,10,11,378,16
2013,12,10,570,3
2013,10,1,2310,7
2013,12,18,650,1
2013,11,5,866,4
2013,11,5,867,2
2013,11,5,864,3
2013,12,2,678,1
2013,11,4,940,1
2013,12,4,2343,1
2013,11,30,180,2
2013,11,30,181,3
2013,11,30,184,4
2013,12,30,934,1
2013,12,30,935,1
2013,12,31,473,1
2013,12,7,382,8
2013,11,3,415,1
2013,11,3,940,2
2013,10,10,639,2
2013,10,28,298,1
2013,10,28,924,1
2013,10,11,485,5
2013,10,11,484,15
2013,10,11,483,4
2013,10,10,634,8
2013,10,28,922,1
2013,11,23,634,8
2013,10,20,378,1
2013,10,29,512,2
2013,10,29,513,3
2013,12,18,247,1
2013,12,6,498,2
2013,12,6,497,1
2013,12,26,634,1
2013,11,24,162,1
2013,11,24,161,1
2013,10,1,308,1
2013,10,1,309,2
2013,10,1,300,8
2013,10,1,301,1
2013,10,1,306,7
2013,12,14,652,1
2013,11,8,614,1
2013,11,8,615,1
2013,11,10,313,1
2013,12,11,162,2
2013,12,13,2381,2
2013,11,5,483,1
2013,11,5,485,4
2013,11,30,328,10
2013,11,30,326,3
2013,11,30,455,1
2013,11,30,324,1
2013,11,30,322,7
2013,11,30,323,3
2013,11,30,321,7
2013,10,6,378,1
2013,12,29,136,4
2013,12,10,898,4
2013,12,18,868,7
2013,12,18,869,5
2013,12,18,866,1
2013,12,18,867,2
2013,12,18,864,2
2013,10,19,2203,1
2013,12,13,474,3
2013,12,10,895,1
2013,12,12,807,1
2013,12,12,804,8
2013,10,30,802,1
2013,10,14,696,2
2013,11,12,2303,3
2013,11,12,2302,4
2013,11,12,2305,5
2013,10,14,120,1
2013,11,12,2307,2
2013,11,1,898,1
2013,11,12,2309,2
2013,10,15,172,1
2013,12,17,753,8
2013,12,17,750,1
2013,10,31,711,1
2013,12,15,497,1
2013,11,7,741,1
2013,12,17,758,2
2013,12,16,2918,1
2013,10,16,2295,5
2013,10,24,375,1
2013,12,4,570,3
2013,10,14,342,6
2013,10,14,349,3
2013,10,14,348,2
2013,12,16,161,3
2013,12,16,162,3
2013,12,2,178,2
2013,12,15,721,1
2013,12,2,170,2
2013,11,6,460,2
2013,11,4,448,1
2013,10,3,652,2
2013,12,22,315,1
2013,12,23,382,8
2013,12,23,389,1
2013,10,17,898,2
2013,12,1,583,1
2013,12,12,161,2
2013,12,18,405,1
2013,10,10,379,1
2013,12,18,409,1
2013,10,26,934,2
2013,11,4,190,1
2013,11,4,2295,2
2013,10,30,378,3
2013,10,20,906,1
2013,12,13,401,1
2013,12,13,404,1
2013,9,30,901,2
2013,11,29,2018,1
2013,10,1,689,2
2013,11,12,190,1
2013,10,1,935,1
2013,10,1,934,2
2013,10,1,936,1
2013,10,24,2338,2
2013,12,8,830,4
2013,12,23,650,1
2013,11,8,180,2
2013,11,8,181,2
2013,11,8,183,1
2013,11,8,184,2
2013,12,12,583,4
2013,12,26,841,1
2013,12,26,840,2
2013,12,12,584,2
2013,12,25,184,5
2013,12,25,186,1
2013,12,25,181,1
2013,12,25,180,4
2013,12,25,183,2
2013,12,19,315,4
2013,12,19,314,3
2013,12,31,869,6
2013,12,31,868,1
2013,10,1,2331,3
2013,12,31,864,2
2013,12,19,869,6
2013,12,19,868,4
2013,10,9,254,1
2013,10,1,2338,2
2013,10,16,369,4
2013,11,30,663,2
2013,12,30,217,1
2013,12,25,238,1
2013,10,7,409,1
2013,10,7,401,1
2013,10,10,178,2
2013,10,10,172,2
2013,10,31,484,1
2013,10,10,170,2
2013,10,19,397,1
2013,10,23,127,1
2013,10,23,126,1
2013,10,19,422,1
2013,11,9,128,2
2013,10,5,324,3
2013,10,18,300,7
2013,10,5,326,2
2013,10,5,321,2
2013,10,5,322,7
2013,10,5,323,13
2013,10,18,308,1
2013,10,5,328,12
2013,10,29,183,1
2013,10,17,790,1
2013,10,29,180,2
2013,10,29,184,2
2013,12,16,524,1
2013,10,5,229,1
2013,10,22,915,4
2013,12,26,155,2
2013,12,26,154,1
2013,12,2,914,1
2013,10,22,910,10
2013,10,27,915,2
2013,12,16,836,1
2013,12,17,2802,3
2013,12,9,833,3
2013,10,15,415,1
2013,12,18,384,1
2013,12,18,383,1
2013,12,18,382,9
2013,10,15,413,1
2013,10,26,652,1
2013,12,27,326,2
2013,11,11,154,2
2013,12,27,324,1
2013,12,27,323,1
2013,12,27,322,1
2013,11,11,402,1
2013,11,5,292,1
2013,11,5,298,1
2013,12,27,328,5
2013,11,23,409,1
2013,10,20,128,2
2013,10,20,126,1
2013,10,20,127,2
2013,10,20,123,1
2013,10,6,910,15
2013,10,6,914,2
2013,10,6,915,9
2013,12,10,209,1
2013,12,17,107,3
2013,10,23,871,1
2013,10,23,873,1
2013,12,7,2344,5
2013,12,7,2343,2
2013,10,1,781,1
2013,10,1,110,1
2013,11,8,404,1
2013,11,8,401,1
2013,11,1,405,1
2013,11,8,409,1
2013,12,16,370,3
2013,12,16,371,9
2013,12,16,373,2
2013,12,16,376,2
2013,12,16,378,11
2013,12,16,379,1
2013,12,6,110,3
2013,12,6,111,1
2013,11,28,415,1
2013,12,17,888,3
2013,10,5,910,12
2013,10,5,915,7
2013,10,5,914,3
2013,12,2,2344,1
2013,10,15,2295,5
2013,12,29,308,2
2013,9,28,2801,2
2013,10,27,328,7
2013,12,2,2343,1
2013,12,12,183,2
2013,12,3,600,1
2013,10,27,415,1
2013,12,3,608,1
2013,12,16,880,2
2013,12,16,888,4
2013,12,16,889,1
2013,10,27,638,2
2013,12,14,422,1
2013,9,30,247,1
2013,10,21,413,1
2013,9,28,512,1
2013,12,12,180,4
2013,10,17,405,2
2013,12,2,721,1
2013,11,1,378,1
2013,11,24,2344,2
2013,12,28,345,1
2013,11,24,2343,4
2013,10,9,621,1
2013,12,7,634,8
2013,10,9,622,1
2013,12,31,184,2
2013,12,4,328,6
2013,10,10,322,4
2013,12,16,747,3
2013,12,16,749,1
2013,12,16,748,3
2013,10,11,176,1
2013,11,23,184,2
2013,10,11,173,2
2013,10,2,2308,1
2013,11,23,180,1
2013,11,23,181,1
2013,12,30,915,2
2013,12,30,910,3
2013,12,30,663,2
2013,12,31,328,12
2013,12,31,326,2
2013,12,31,455,2
2013,12,31,322,5
2013,12,31,323,7
2013,12,30,669,1
2013,12,7,824,1
2013,12,10,415,2
2013,10,11,358,2
2013,10,11,353,9
2013,10,11,352,5
2013,10,11,351,1
2013,10,11,350,4
2013,10,10,349,1
2013,10,11,355,19
2013,12,10,840,4
2013,11,2,397,1
2013,12,21,901,2
2013,12,21,906,1
2013,12,12,397,1
2013,12,26,382,2
2013,12,12,398,7
2013,10,1,320,1
2013,10,1,321,5
2013,10,1,322,12
2013,10,1,323,20
2013,10,1,324,12
2013,10,1,325,1
2013,12,8,761,1
2013,10,1,327,3
2013,10,1,328,23
2013,10,1,329,18
2013,10,11,864,1
2013,11,25,676,1
2013,12,15,924,6
2013,12,15,925,1
2013,12,15,922,2
2013,11,30,309,1
2013,12,18,849,4
2013,12,3,190,1
2013,12,18,840,9
2013,12,18,841,6
2013,12,18,843,1
2013,11,7,184,2
2013,11,7,183,1
2013,11,7,180,2
2013,12,25,813,1
2013,9,28,462,1
2013,12,31,580,2
2013,12,12,821,3
2013,12,12,822,4
2013,12,12,824,1
2013,10,14,439,1
2013,10,10,690,2
2013,11,1,873,1
2013,10,26,184,1
2013,10,3,778,1
2013,11,8,898,1
2013,10,26,180,1
2013,12,27,2295,1
2013,12,17,734,6
2013,11,7,762,1
2013,12,16,415,8
2013,12,22,154,1
2013,12,16,410,3
2013,12,16,413,4
2013,12,22,158,2
2013,11,11,369,2
2013,11,11,362,4
2013,11,4,463,1
2013,11,4,462,2
2013,12,11,742,3
2013,12,11,743,3
2013,12,28,132,1
2013,10,30,689,4
2013,12,1,261,2
2013,12,11,748,1
2013,12,11,749,1
2013,11,27,570,1
2013,10,21,172,1
2013,10,21,173,2
2013,10,21,170,1
2013,10,14,107,1
2013,10,21,178,1
2013,12,18,462,1
2013,9,30,324,5
2013,12,18,460,3
2013,10,30,358,1
2013,9,30,850,1
2013,10,30,426,1
2013,12,7,2802,1
2013,9,30,327,2
2013,10,30,350,1
2013,12,11,292,4
2013,9,27,328,3
2013,9,27,329,1
2013,9,27,324,1
2013,9,27,326,3
2013,9,27,327,1
2013,9,27,321,1
2013,9,27,322,3
2013,9,27,323,3
2013,10,21,312,1
2013,10,21,313,1
2013,10,14,369,2
2013,10,14,368,1
2013,10,29,895,1
2013,10,21,315,1
2013,10,14,363,3
2013,10,14,362,1
2013,12,4,804,2
2013,10,14,360,2
2013,11,6,915,1
2013,11,6,393,2
2013,11,4,2014,1
2013,12,6,901,4
2013,11,6,910,5
2013,10,10,210,1
2013,12,24,893,4
2013,12,13,689,1
2013,10,1,915,11
2013,10,1,914,2
2013,10,1,913,2
2013,10,1,910,12
2013,11,23,133,1
2013,12,29,512,1
2013,12,29,513,1
2013,10,1,918,1
2013,10,2,394,1
2013,10,2,398,1
2013,12,22,484,1
2013,11,10,852,1
2013,12,23,634,7
2013,10,16,867,3
2013,10,16,864,3
2013,10,16,862,2
2013,10,16,711,2
2013,12,29,476,1
2013,12,17,2329,2
2013,10,15,866,3
2013,12,11,2145,1
2013,12,31,663,3
2013,12,31,846,1
2013,12,31,843,1
2013,12,31,842,1
2013,12,31,841,4
2013,12,31,840,5
2013,12,12,2802,4
2013,12,31,849,3
2013,12,14,209,1
2013,12,31,867,4
2013,10,28,623,1
2013,10,31,934,1
2013,12,16,2337,1
2013,12,16,2336,14
2013,12,16,2335,4
2013,12,16,2334,1
2013,12,16,2333,1
2013,12,16,2332,6
2013,12,16,2331,4
2013,12,5,2344,1
2013,12,16,2338,1
2013,10,5,696,1
2013,10,7,393,1
2013,10,7,460,1
2013,10,7,463,1
2013,10,7,397,2
2013,10,7,398,1
2013,10,10,405,1
2013,9,30,924,2
2013,10,19,405,1
2013,10,10,155,2
2013,10,19,401,1
2013,10,18,329,6
2013,10,18,328,9
2013,10,18,859,1
2013,10,18,323,6
2013,10,18,322,5
2013,10,18,321,1
2013,10,18,851,1
2013,10,18,326,8
2013,10,18,324,3
2013,11,24,180,1
2013,12,7,463,1
2013,12,7,462,1
2013,11,24,183,2
2013,11,1,463,1
2013,10,26,906,1
2013,12,27,125,1
2013,12,27,120,1
2013,10,19,663,1
2013,12,2,934,1
2013,10,11,2251,6
2013,11,2,709,1
2013,12,17,384,4
2013,11,11,170,1
2013,12,17,386,2
2013,11,11,178,1
2013,12,17,388,2
2013,12,7,327,2
2013,11,29,513,1
2013,11,29,512,1
2013,12,27,2343,3
2013,11,12,127,1
2013,10,15,696,2
2013,12,17,125,4
2013,12,17,126,2
2013,12,17,127,2
2013,12,17,120,2
2013,12,17,123,1
2013,10,4,329,1
2013,12,17,128,2
2013,11,7,513,1
2013,12,16,132,8
2013,10,30,161,1
2013,12,24,895,3
2013,11,28,650,1
2013,10,16,2310,5
2013,12,7,2329,1
2013,12,22,162,3
2013,12,24,898,11
2013,12,8,405,1
2013,11,8,422,1
2013,12,16,318,2
2013,11,8,426,1
2013,12,16,313,5
2013,11,1,460,1
2013,12,16,311,2
2013,12,16,316,1
2013,12,16,314,2
2013,12,16,315,2
2013,12,17,380,1
2013,12,17,382,6
2013,12,17,383,5
2013,10,21,2801,1
2013,12,17,385,1
2013,12,6,132,2
2013,12,6,133,1
2013,9,30,2343,5
2013,9,30,2342,7
2013,9,30,2344,4
2013,11,6,583,1
2013,11,6,584,1
2013,11,27,901,3
2013,11,27,906,1
2013,12,10,110,2
2013,12,10,111,1
2013,10,10,2203,2
2013,10,17,2343,3
2013,10,17,2342,2
2013,11,10,627,1
2013,11,10,623,1
2013,10,17,2344,2
2013,11,10,629,1
2013,12,21,460,1
2013,11,1,689,2
2013,10,14,924,2
2013,11,27,639,2
2013,10,2,513,1
2013,12,25,884,1
2013,11,27,634,3
2013,12,19,434,1
2013,12,4,120,1
2013,12,17,2251,5
2013,12,11,2801,1
2013,12,11,2802,5
2013,12,11,323,2
2013,11,11,828,1
2013,12,11,752,3
2013,11,6,634,2
2013,12,11,170,2
2013,12,28,366,1
2013,12,11,821,5
2013,10,9,609,1
2013,10,9,355,1
2013,10,9,351,1
2013,12,23,173,3
2013,11,3,635,1
2013,11,3,634,6
2013,11,3,183,1
2013,11,3,181,1
2013,11,3,180,2
2013,12,20,711,1
2013,11,3,184,2
2013,12,23,2381,1
2013,12,24,790,1
2013,10,11,111,2
2013,10,11,110,1
2013,12,31,308,1
2013,12,30,397,2
2013,12,31,301,1
2013,12,30,398,3
2013,11,8,229,1
2013,10,10,369,1
2013,10,10,367,1
2013,10,10,363,3
2013,10,10,362,1
2013,12,26,415,1
2013,12,12,157,1
2013,10,1,498,8
2013,12,26,413,1
2013,10,1,497,1
2013,12,13,378,5
2013,10,29,229,1
2013,10,4,512,1
2013,12,10,2015,1
2013,12,21,922,1
2013,12,21,925,1
2013,12,21,924,4
2013,11,24,127,1
2013,11,24,126,1
2013,11,24,128,1
2013,10,2,924,9
2013,10,2,922,3
2013,10,2,928,1
2013,12,25,663,2
2013,11,25,650,1
2013,10,16,292,9
2013,10,16,298,1
2013,12,13,827,1
2013,12,15,901,4
2013,12,13,2343,3
2013,12,13,2342,3
2013,12,13,2345,1
2013,12,13,2344,6
2013,12,15,906,1
2013,11,12,2111,1
2013,12,31,398,16
2013,11,30,362,1
2013,11,30,360,1
2013,11,6,864,6
2013,11,30,498,1
2013,12,18,822,1
2013,10,30,866,2
2013,12,18,821,6
2013,12,18,824,1
2013,12,18,825,6
2013,12,18,828,1
2013,11,2,910,12
2013,11,2,913,1
2013,11,7,161,2
2013,11,7,162,3
2013,12,12,843,1
2013,12,12,840,8
2013,12,12,841,4
2013,12,12,845,1
2013,12,12,849,4
2013,12,17,249,7
2013,10,26,161,2
2013,12,17,712,1
2013,12,17,711,6
2013,11,7,2111,1
2013,12,10,850,4
2013,12,16,121,1
2013,12,16,120,3
2013,12,16,123,2
2013,12,16,125,8
2013,12,16,124,2
2013,12,16,127,3
2013,12,16,126,2
2013,12,16,129,1
2013,12,16,128,2
2013,12,20,833,2
2013,11,7,583,3
2013,12,2,132,1
2013,11,11,344,1
2013,11,11,342,2
2013,11,4,401,1
2013,11,4,405,1
2013,11,11,349,1
2013,10,10,821,1
2013,12,11,760,3
2013,10,21,301,1
2013,12,11,762,2
2013,12,11,763,1
2013,12,11,764,1
2013,11,12,2344,2
2013,11,12,2343,4
2013,11,12,2342,6
2013,10,14,161,3
2013,12,10,580,3
2013,12,10,583,5
2013,12,10,584,3
2013,10,3,750,3
2013,12,6,323,7
2013,10,7,226,1
2013,10,30,401,1
2013,9,27,348,2
2013,11,12,229,1
2013,9,27,345,1
2013,10,14,385,4
2013,10,14,386,1
2013,10,14,380,1
2013,12,16,439,4
2013,12,16,438,4
2013,12,16,435,4
2013,12,16,434,5
2013,12,22,173,1
2013,12,16,432,5
2013,12,22,170,1
2013,10,14,2145,1
2013,12,6,924,2
2013,12,17,663,1
2013,12,10,328,8
2013,12,17,662,2
2013,11,26,415,2
2013,10,10,2295,2
2013,12,10,323,4
2013,12,10,322,6
2013,12,9,570,2
2013,10,16,843,1
2013,10,16,846,1
2013,10,17,689,3
2013,9,28,934,1
2013,11,12,484,1
2013,12,21,180,3
2013,11,9,866,2
2013,11,9,867,1
2013,11,9,864,1
2013,10,15,2145,1
2013,10,14,837,1
2013,12,17,2308,4
2013,10,14,835,2
2013,10,14,834,1
2013,10,9,298,2
2013,12,3,413,2
2013,9,30,634,4
2013,9,30,635,2
2013,10,24,915,2
2013,12,17,2303,4
2013,12,17,2305,2
2013,10,24,910,9
2013,10,9,292,2
2013,10,14,838,1
2013,12,31,821,5
2013,12,31,822,8
2013,12,31,825,8
2013,11,7,2310,4
2013,10,18,2381,4
2013,10,31,313,2
2013,10,31,312,1
2013,10,31,913,1
2013,10,31,910,7
2013,10,31,915,7
2013,10,11,254,4
2013,10,11,700,2
2013,10,11,701,5
2013,12,16,2310,5
2013,11,5,2295,1
2013,12,17,338,4
2013,10,10,132,1
2013,10,10,133,1
2013,10,10,136,1
2013,10,19,460,2
2013,10,19,463,1
2013,10,19,462,1
2013,12,17,330,1
2013,10,27,2343,4
2013,10,18,873,2
2013,10,5,362,1
2013,10,5,363,3
2013,12,7,401,1
